,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
4880,48,3,259873,1,0,3,0,4,1,0,0,50,38,0
4881,40,3,122215,1,0,11,0,4,1,0,0,40,38,1
4882,24,3,190015,0,0,9,0,4,1,0,0,40,38,0
4883,35,5,313132,4,0,9,0,4,1,0,0,40,38,1
4884,35,5,103323,1,0,2,0,4,1,0,0,40,38,1
4885,17,8,44789,1,1,14,3,4,1,0,0,15,38,0
4886,28,3,192932,0,2,0,1,4,0,0,0,40,38,0
4887,30,3,264025,3,2,13,4,2,1,1506,0,80,38,0
4888,37,3,30269,0,1,3,1,4,0,2174,0,50,38,0
4889,23,3,283092,3,1,11,2,2,1,0,0,40,22,0
4890,17,3,125236,5,1,11,3,4,0,0,0,22,38,0
4891,47,3,187308,3,0,3,0,4,1,0,0,55,38,1
4892,43,3,150519,1,0,9,0,4,1,0,0,40,38,1
4893,39,1,32587,1,0,3,0,0,1,0,1485,40,38,1
4894,37,3,244803,3,0,0,0,4,1,0,0,40,3,0
4895,23,3,316793,3,0,11,5,2,0,0,0,35,38,0
4896,41,3,106068,3,2,11,4,4,0,0,0,40,38,0
4897,22,3,191878,3,1,7,1,2,0,0,0,35,38,0
4898,30,8,159008,0,1,14,1,4,0,0,0,35,38,0
4899,39,3,181983,2,2,3,1,4,0,0,2559,60,8,1
4900,65,3,113293,3,0,2,0,4,1,0,0,50,38,1
4901,61,1,224711,0,1,9,1,4,0,0,0,63,38,1
4902,20,3,460356,5,1,7,1,4,1,0,0,30,25,0
4903,37,1,184474,3,2,7,4,4,0,2977,0,55,38,0
4904,39,3,289890,0,2,11,1,4,1,0,0,60,38,0
4905,27,3,183148,3,1,7,1,2,1,0,0,40,38,0
4906,32,5,178109,5,0,3,0,4,1,0,0,55,38,0
4907,54,3,351760,1,2,0,1,4,0,0,0,35,38,0
4908,39,3,176967,0,0,9,0,4,1,0,0,40,38,1
4909,17,3,67444,5,1,7,2,2,1,0,0,20,38,0
4910,23,3,48343,3,1,11,1,2,0,0,0,27,41,0
4911,19,3,1047822,5,1,11,4,4,0,0,0,25,38,0
4912,55,1,200448,1,2,0,1,2,1,0,0,40,38,0
4913,36,3,34364,1,2,12,1,4,0,0,0,3,38,0
4914,27,3,95725,5,0,2,0,4,1,0,1740,40,38,0
4915,23,3,124802,1,1,6,1,2,0,0,0,40,38,0
4916,38,1,196673,0,0,9,5,4,0,0,0,55,38,0
4917,22,3,196943,3,1,2,3,4,1,0,0,40,38,0
4918,31,3,43819,0,0,3,5,4,0,0,0,40,38,1
4919,53,3,173020,0,0,3,0,4,1,0,0,60,38,1
4920,67,1,102690,0,0,3,0,4,1,0,0,20,38,0
4921,42,3,199018,3,0,0,0,4,1,0,0,55,38,1
4922,29,3,201954,1,0,6,0,4,1,0,0,40,41,0
4923,31,3,168854,1,1,11,1,4,1,0,1504,40,38,0
4924,22,3,53702,5,0,5,0,4,1,0,0,40,38,0
4925,50,3,154043,3,3,0,2,2,0,0,0,40,38,0
4926,41,4,64112,1,0,9,0,4,1,15024,0,50,38,1
4927,68,8,294420,0,3,14,1,4,0,0,0,2,38,0
4928,42,4,325159,0,0,3,0,4,1,0,0,50,38,1
4929,20,3,267706,1,1,11,3,4,0,0,0,20,38,0
4930,18,3,70240,3,1,11,3,1,0,0,0,40,38,0
4931,31,3,213307,5,1,6,2,4,0,0,0,20,25,0
4932,56,3,192845,1,0,3,0,4,1,0,1887,40,38,1
4933,23,3,273010,3,0,2,0,4,1,0,0,40,38,0
4934,45,8,177775,1,1,14,2,4,0,0,0,32,38,0
4935,22,8,393122,1,1,14,3,4,1,0,0,30,38,0
4936,23,3,345577,0,1,0,1,4,0,0,0,46,38,0
4937,54,5,72257,3,0,11,0,4,1,0,0,50,38,1
4938,34,3,113129,1,0,11,0,4,1,0,0,38,38,1
4939,36,3,292380,1,0,3,0,2,1,0,0,10,38,0
4940,29,3,121040,1,2,0,4,2,0,0,0,40,38,0
4941,67,3,142097,5,0,8,5,4,0,0,0,6,38,0
4942,48,0,34998,0,0,0,0,4,1,0,0,48,38,1
4943,53,6,41021,4,1,9,1,4,0,0,0,46,38,1
4944,42,3,152889,5,0,2,0,4,1,4386,0,50,38,1
4945,56,3,436651,3,0,4,0,4,1,0,0,20,38,0
4946,20,8,256504,1,1,14,3,4,0,0,0,30,38,0
4947,40,3,215479,3,1,7,2,2,1,0,0,40,38,0
4948,55,6,100285,0,2,0,1,4,1,10520,0,40,38,1
4949,61,3,373099,5,0,2,0,4,1,0,0,40,38,0
4950,35,5,99357,0,0,9,5,4,0,0,0,40,38,1
4951,42,3,67243,3,0,2,0,4,1,0,0,50,31,0
4952,32,3,231263,1,0,13,0,4,1,0,0,60,38,1
4953,19,3,243942,1,1,6,1,4,1,0,0,40,38,0
4954,21,3,194102,1,1,0,3,4,1,0,0,40,38,0
4955,39,3,141748,3,0,13,0,4,1,0,1887,40,38,1
4956,22,3,211013,3,2,0,2,4,0,0,0,40,38,0
4957,23,3,102652,3,1,11,1,4,0,0,0,35,38,0
4958,49,3,201127,5,0,13,0,4,1,0,1902,70,38,0
4959,57,8,172667,1,0,14,0,4,1,0,0,32,38,0
4960,49,1,175958,5,0,5,0,4,1,0,0,40,21,0
4961,34,3,73928,5,2,7,4,1,0,0,0,4,38,0
4962,46,3,212944,5,0,2,0,4,1,0,0,32,38,0
4963,26,3,544319,1,0,7,0,4,1,0,0,40,38,0
4964,38,3,348960,3,2,2,1,4,1,0,0,41,38,0
4965,59,3,280519,5,0,13,0,2,1,0,0,40,38,0
4966,24,3,155172,1,2,6,1,4,1,0,0,40,38,0
4967,26,3,106856,1,1,0,1,4,0,0,0,40,38,0
4968,41,3,397346,1,0,11,0,4,1,0,0,50,38,0
4969,27,3,253814,3,1,0,1,4,1,0,0,38,38,0
4970,23,3,201490,3,1,5,3,4,1,0,0,35,38,0
4971,19,3,176806,5,0,13,0,4,1,0,0,40,38,0
4972,39,3,107038,3,1,2,3,4,1,0,0,40,38,0
4973,46,3,122194,1,0,2,5,4,0,7298,0,40,38,1
4974,28,5,180928,3,1,3,3,4,1,0,0,40,38,0
4975,62,3,143746,3,2,7,1,4,0,0,0,40,38,0
4976,28,3,183523,1,1,0,3,4,1,0,0,35,38,0
4977,35,0,179262,3,1,0,4,4,0,0,0,40,38,0
4978,38,3,190759,3,0,2,0,4,1,0,0,42,38,0
4979,53,4,200400,2,2,3,1,4,1,0,0,60,38,1
4980,29,3,166320,0,0,9,0,4,1,0,0,50,38,1
4981,17,3,205954,5,1,7,3,4,0,0,0,8,38,0
4982,45,1,251786,3,1,0,1,4,0,0,0,37,38,0
4983,20,3,166371,3,1,2,2,4,1,0,0,40,38,0
4984,27,8,135046,1,1,14,4,4,0,0,0,40,38,0
4985,59,1,170423,3,0,7,0,4,1,0,0,40,38,0
4986,37,3,393673,4,1,9,4,4,0,0,0,40,38,0
4987,27,3,115438,1,1,5,3,4,1,0,0,40,38,0
4988,29,3,173944,0,0,11,0,4,1,0,0,40,38,1
4989,26,8,292803,1,2,14,2,4,0,0,0,35,38,0
4990,63,3,149756,5,0,2,0,4,1,0,1740,40,38,0
4991,39,3,192251,1,2,2,3,4,0,0,0,50,38,1
4992,20,3,163687,1,1,7,3,4,1,0,0,40,38,0
4993,20,3,200421,3,1,2,1,4,1,0,0,35,38,0
4994,53,4,368014,4,0,9,0,4,1,0,1977,60,38,1
4995,49,8,141483,5,0,14,5,4,0,0,0,40,38,0
4996,35,0,191480,0,1,3,1,2,1,0,0,40,38,0
4997,40,3,202466,3,2,3,1,4,0,0,0,60,38,0
4998,50,8,28765,4,0,14,0,4,1,0,0,40,38,1
4999,35,3,141584,4,0,0,0,4,1,0,0,45,38,1
5000,38,0,143123,4,0,3,0,4,1,0,0,40,38,1
5001,47,3,122194,3,2,0,1,4,0,0,0,40,38,0
5002,32,6,110171,1,0,9,5,4,0,0,1902,40,38,1
5003,43,4,342510,0,0,4,5,4,0,0,0,60,38,1
5004,20,3,42279,1,1,7,3,4,0,0,0,30,38,0
5005,33,3,201122,3,2,12,1,4,1,0,0,40,38,0
5006,23,3,254025,1,1,3,3,4,1,0,0,45,38,0
5007,50,3,410114,4,0,3,0,4,1,15024,0,50,38,1
5008,60,3,320422,1,2,12,1,4,0,6849,0,50,38,0
5009,56,3,67153,2,0,3,0,4,1,0,0,60,38,1
5010,37,3,224406,1,0,2,0,4,1,0,0,40,38,0
5011,57,3,211678,5,2,0,1,4,1,0,0,64,38,0
5012,22,3,257017,1,1,7,2,2,1,0,0,52,38,0
5013,48,4,106232,4,0,9,0,4,1,99999,0,48,38,1
5014,27,6,41115,1,0,2,0,2,1,0,0,40,38,0
5015,18,5,161245,5,1,4,3,4,1,0,0,50,38,0
5016,41,5,37618,1,0,2,0,4,1,0,0,60,38,1
5017,33,3,321787,0,1,11,3,4,1,0,0,40,38,0
5018,51,3,123011,3,1,6,1,4,1,0,0,50,38,0
5019,33,1,66278,4,1,9,1,4,0,0,0,45,38,0
5020,25,3,181054,0,1,0,1,4,0,0,0,32,38,0
5021,55,5,129786,3,0,2,0,4,1,0,0,55,38,0
5022,29,3,245402,5,2,7,1,4,0,0,0,70,38,0
5023,24,8,192711,0,1,14,1,4,1,0,0,41,38,0
5024,41,3,240124,0,0,3,0,4,1,0,0,50,38,1
5025,29,1,370675,4,1,9,1,4,0,0,0,50,38,0
5026,39,5,34066,1,0,2,0,0,1,0,0,50,38,1
5027,35,3,53553,1,0,11,0,4,1,7298,0,48,38,1
5028,20,3,319758,1,1,5,1,4,0,0,0,40,38,0
5029,41,3,43556,1,2,12,1,4,0,0,0,40,38,0
5030,26,4,97952,0,1,3,3,4,1,0,0,80,38,0
5031,44,3,244522,3,2,2,1,4,1,0,0,45,38,0
5032,32,3,188108,3,0,2,0,4,1,0,0,55,38,0
5033,35,3,187022,3,2,9,1,4,1,0,0,40,38,0
5034,59,6,173422,5,0,2,0,4,1,5013,0,38,38,0
5035,61,6,103575,1,2,2,1,4,1,0,0,40,10,0
5036,20,3,116830,3,1,6,3,4,1,0,0,43,38,0
5037,58,3,219504,5,2,13,4,2,1,0,0,45,38,1
5038,48,5,102102,5,0,2,0,4,1,0,0,55,38,0
5039,26,3,129661,0,1,0,1,1,0,0,0,40,38,0
5040,28,6,189346,1,0,7,0,4,1,0,0,40,38,0
5041,48,3,113211,0,0,2,0,4,1,99999,0,40,38,1
5042,45,3,256866,3,0,9,0,4,1,0,0,45,38,1
5043,18,3,186408,3,1,5,3,4,1,1055,0,40,38,0
5044,23,3,50411,3,1,2,3,4,1,0,0,40,38,0
5045,31,3,118941,1,1,3,1,4,0,0,0,40,38,1
5046,19,8,171868,3,1,14,3,2,1,0,0,20,38,0
5047,35,3,99065,1,2,0,4,4,0,0,0,32,38,0
5048,22,5,238917,3,1,5,1,4,1,0,0,40,38,0
5049,32,5,220740,3,1,2,3,4,1,0,0,60,38,0
5050,69,3,192660,3,3,0,4,4,0,0,0,20,38,0
5051,39,3,56962,1,0,3,5,4,0,0,0,43,38,1
5052,21,8,156780,1,1,14,1,1,0,0,0,15,41,0
5053,22,3,122048,0,1,0,3,4,0,4416,0,40,38,0
5054,52,3,172511,4,0,3,0,4,1,0,0,36,38,0
5055,44,3,186790,4,0,3,0,4,1,0,0,48,38,0
5056,22,3,196280,1,1,7,3,4,0,0,0,40,38,0
5057,49,3,61885,1,0,11,0,4,1,0,0,45,38,1
5058,51,3,143822,3,0,11,0,4,1,0,0,50,38,1
5059,27,3,315640,4,1,9,1,1,1,0,0,20,2,0
5060,34,3,617917,0,0,11,0,4,1,0,1887,40,38,1
5061,20,3,35448,1,1,0,3,4,0,0,0,12,38,0
5062,22,3,124483,0,1,12,1,1,1,0,2339,40,18,0
5063,68,3,230904,5,3,6,1,2,0,0,1870,35,38,0
5064,31,3,164461,3,0,13,0,4,1,0,0,73,38,0
5065,22,3,450695,3,1,7,1,4,1,0,0,30,38,0
5066,62,8,352156,3,0,14,0,4,1,0,0,40,38,0
5067,28,3,166634,3,1,0,3,0,0,0,0,40,38,0
5068,46,3,151107,1,0,11,0,2,1,0,1977,60,38,1
5069,49,3,219751,3,0,3,0,4,1,0,0,40,38,0
5070,40,3,85604,4,0,9,0,4,1,0,0,55,38,0
5071,54,1,231482,3,0,2,0,4,1,0,0,40,31,0
5072,24,3,138152,5,1,2,2,3,1,0,0,58,12,0
5073,27,3,309196,1,1,3,1,4,0,0,0,40,38,0
5074,33,3,91666,3,0,6,0,4,1,0,0,40,38,0
5075,19,3,89734,1,1,7,2,0,1,0,0,42,38,0
5076,27,3,79661,3,0,11,0,4,1,4386,0,40,38,1
5077,39,3,197150,3,2,2,4,4,1,0,0,50,7,0
5078,29,8,41281,0,1,14,1,4,1,0,0,50,38,0
5079,29,3,53448,5,0,7,0,1,1,0,0,50,2,0
5080,44,5,255543,5,0,4,0,4,1,0,0,84,38,1
5081,51,6,367209,2,1,9,1,4,1,0,0,70,38,1
5082,37,3,226500,0,0,11,0,4,1,0,0,55,38,1
5083,56,3,292710,3,0,11,0,4,1,0,0,40,38,1
5084,19,3,235732,5,1,0,4,4,0,0,0,15,38,0
5085,37,3,301614,0,1,6,2,4,1,0,0,40,38,0
5086,18,3,261714,1,1,11,3,4,0,0,0,15,38,0
5087,35,8,35751,5,0,14,0,4,1,0,0,15,38,0
5088,28,3,266316,5,0,2,0,4,1,3464,0,35,38,0
5089,40,4,189941,0,0,9,0,4,1,3103,0,60,38,1
5090,50,5,143535,4,0,9,0,4,1,0,0,40,38,0
5091,31,3,234537,3,1,5,1,4,1,0,0,60,38,0
5092,57,5,181435,5,2,7,4,4,1,4650,0,50,38,0
5093,40,3,94210,0,0,11,0,4,1,0,0,50,38,1
5094,44,3,344060,0,1,9,1,4,1,27828,0,40,38,1
5095,40,3,301359,1,0,9,0,4,1,0,0,60,38,0
5096,42,6,184527,1,1,3,4,4,0,0,0,45,38,0
5097,41,0,333070,1,0,2,0,2,1,0,0,35,38,0
5098,23,3,149574,1,1,7,1,4,1,0,0,45,38,0
5099,41,5,34037,3,0,4,0,4,1,0,0,99,38,0
5100,41,5,123502,1,1,11,3,4,1,0,0,40,38,0
5101,29,5,267661,1,1,4,1,4,1,0,0,75,38,0
5102,33,3,109920,0,1,0,1,2,0,0,0,40,38,0
5103,43,3,134120,3,2,11,2,4,0,0,0,46,38,0
5104,18,3,192254,1,1,11,3,4,0,0,0,10,38,0
5105,67,5,94809,1,3,7,1,4,0,2346,0,33,38,0
5106,21,3,183789,3,1,7,3,4,1,0,0,40,38,0
5107,36,3,86643,5,0,6,0,4,1,0,0,48,38,0
5108,22,8,190290,1,1,14,3,4,1,0,0,65,38,0
5109,64,8,228140,0,0,14,0,4,1,0,0,40,38,1
5110,24,3,198349,5,1,11,3,4,0,0,0,30,38,0
5111,44,1,113597,3,0,2,0,4,1,0,0,40,38,0
5112,22,0,280567,1,1,13,3,4,1,0,0,4,38,0
5113,60,3,298967,5,0,13,0,4,1,0,0,15,38,0
5114,31,5,134615,1,0,9,0,4,1,0,0,50,38,1
5115,74,3,89852,5,0,5,0,4,1,0,0,11,38,0
5116,30,3,289442,0,1,3,1,4,1,0,0,40,38,0
5117,29,3,159109,5,1,13,4,4,1,0,0,40,38,0
5118,47,3,105495,1,0,3,5,4,0,0,0,50,38,1
5119,71,3,155093,1,3,0,1,4,0,0,0,20,38,0
5120,33,3,312923,5,0,7,0,4,1,0,0,80,25,0
5121,56,3,202435,3,3,6,4,4,0,0,0,30,38,0
5122,24,5,49154,5,1,7,4,0,0,0,0,40,38,0
5123,37,3,184456,0,0,11,0,4,1,0,0,40,38,1
5124,52,3,95329,0,0,6,0,4,1,0,0,40,18,0
5125,42,3,173938,0,0,7,0,4,1,0,0,40,41,0
5126,56,3,373216,3,0,0,0,4,1,0,0,48,38,0
5127,52,3,204226,0,2,2,1,4,1,0,0,40,38,0
5128,56,6,222745,2,0,13,0,4,1,0,0,56,38,0
5129,54,3,106728,0,0,12,0,4,1,0,0,40,38,0
5130,43,5,61287,0,0,3,0,4,1,0,0,60,38,0
5131,68,3,146011,3,3,2,1,4,0,3273,0,42,38,0
5132,38,3,166744,0,0,0,5,4,0,0,0,40,38,0
5133,44,1,54651,4,0,9,0,4,1,0,0,40,38,1
5134,32,8,42894,5,0,14,5,4,0,0,0,15,38,0
5135,23,3,131230,0,1,10,3,4,1,0,0,50,38,0
5136,69,3,271312,3,3,0,1,4,0,0,0,40,38,0
5137,52,3,163776,3,0,11,0,4,1,0,1902,60,38,1
5138,24,3,230126,1,0,7,0,4,1,0,0,40,38,0
5139,45,3,37718,0,0,9,0,4,1,0,0,40,38,1
5140,43,3,245975,5,0,0,0,4,1,0,0,84,38,0
5141,59,6,115439,0,0,3,0,4,1,0,1977,40,38,1
5142,35,3,97554,1,0,3,0,4,1,0,0,50,38,1
5143,43,3,109762,0,0,9,0,4,1,0,0,20,38,1
5144,47,3,138342,5,0,4,0,4,1,0,0,40,38,0
5145,29,8,429696,1,0,14,3,2,0,0,0,14,38,0
5146,77,8,309955,1,0,14,0,4,1,0,1411,2,38,0
5147,48,3,275154,3,0,5,0,2,1,0,0,40,38,0
5148,40,3,52849,0,0,3,0,4,1,0,0,50,41,1
5149,23,6,191165,1,1,10,1,4,1,0,0,15,38,0
5150,51,3,277471,3,0,2,0,4,1,0,0,40,38,1
5151,43,3,171754,1,0,3,5,2,0,0,0,40,41,0
5152,44,3,117936,3,0,2,0,2,1,0,0,40,38,0
5153,24,3,249956,0,1,0,1,4,0,0,0,40,38,0
5154,39,4,170502,4,2,3,1,2,1,0,0,70,38,1
5155,19,3,202951,1,1,5,3,4,1,0,0,20,38,0
5156,21,3,396722,1,1,7,3,4,0,0,0,25,38,0
5157,49,3,93557,3,0,3,0,4,1,0,0,48,38,1
5158,22,3,103805,1,1,7,3,4,1,0,0,36,38,0
5159,59,3,92141,3,3,6,1,2,0,0,0,40,38,0
5160,51,3,171924,3,0,2,0,4,1,7688,0,50,38,1
5161,38,1,173804,0,2,9,3,4,0,0,0,38,38,0
5162,45,3,139571,3,0,2,0,4,1,0,0,50,38,1
5163,56,4,142076,1,0,4,0,4,1,0,0,60,38,0
5164,67,8,126514,1,3,14,1,4,0,0,0,4,38,0
5165,27,1,68729,3,0,10,0,1,1,0,0,40,38,1
5166,21,3,37783,1,1,3,1,4,0,0,0,38,38,0
5167,55,5,183580,4,2,3,1,4,1,0,0,45,38,0
5168,31,3,106637,1,2,0,4,4,0,0,0,20,38,0
5169,57,5,411604,5,0,4,0,4,1,0,0,45,25,0
5170,33,3,214635,3,1,2,1,2,1,0,0,40,41,0
5171,26,3,201663,4,1,9,1,2,1,0,0,40,38,0
5172,51,3,153064,3,0,13,0,4,1,5013,0,40,38,0
5173,35,3,212465,3,1,7,1,4,1,0,0,40,38,0
5174,19,8,93604,3,1,14,3,4,1,0,0,20,38,0
5175,46,3,141221,0,0,0,0,1,1,0,0,40,29,1
5176,38,1,289653,0,0,10,0,4,1,0,1628,48,38,0
5177,24,3,219835,5,1,5,1,4,1,0,0,24,12,0
5178,38,6,187119,4,2,3,1,4,0,0,0,50,38,1
5179,49,3,406518,3,2,8,4,4,0,0,0,16,40,0
5180,34,5,372793,0,2,3,1,2,1,0,0,21,41,0
5181,55,8,229029,0,0,14,0,4,1,5178,0,20,38,1
5182,51,3,145105,1,1,13,1,4,1,0,0,30,38,0
5183,72,3,171181,3,3,0,4,4,0,2329,0,20,38,0
5184,60,3,80927,5,0,13,0,4,1,0,0,50,38,1
5185,45,3,191357,1,0,2,0,4,1,0,0,40,38,0
5186,21,3,153542,5,0,4,0,4,1,0,0,30,38,0
5187,49,3,27802,1,0,2,0,4,1,0,1887,40,38,1
5188,46,3,275792,0,1,3,4,2,0,0,0,40,38,0
5189,62,0,162876,1,0,0,0,4,1,0,0,40,38,0
5190,51,3,197600,0,0,3,0,4,1,0,0,50,38,1
5191,50,3,134247,1,0,2,0,4,1,0,0,50,38,1
5192,18,3,179597,3,1,7,1,4,1,0,0,20,38,0
5193,71,3,148003,0,2,11,1,4,0,0,1911,38,38,1
5194,30,3,185177,3,1,5,1,4,1,0,0,22,38,0
5195,51,3,133069,5,3,11,4,4,0,0,0,40,38,0
5196,36,3,177154,1,1,12,1,4,1,0,0,40,38,1
5197,41,6,29324,3,2,0,4,4,0,0,0,45,38,0
5198,38,6,54911,1,2,12,4,4,0,0,0,10,38,0
5199,49,3,219611,0,0,3,0,4,1,0,0,75,38,1
5200,42,6,200294,0,2,9,4,4,0,0,0,40,38,0
5201,53,3,177063,1,0,11,0,4,1,0,0,45,38,1
5202,21,3,140001,1,1,0,3,4,1,0,0,10,38,0
5203,19,3,237433,3,1,9,1,4,0,4416,0,40,38,0
5204,43,6,99185,0,2,9,1,4,0,0,0,40,38,0
5205,47,5,52291,4,0,11,0,4,1,7688,0,45,38,1
5206,30,3,247328,3,2,10,1,4,1,0,0,40,38,1
5207,63,5,388594,4,0,9,0,4,1,15024,0,50,38,1
5208,53,1,130730,3,2,0,2,4,0,0,0,35,38,0
5209,23,3,115458,1,0,11,0,4,1,0,0,40,38,0
5210,28,3,113866,3,2,0,4,4,0,0,0,40,38,0
5211,61,3,284710,4,0,9,0,4,1,0,1902,45,3,1
5212,60,1,168381,1,3,0,1,0,0,0,0,40,38,0
5213,32,3,167063,0,0,12,0,4,1,0,0,40,38,0
5214,47,3,33794,3,0,2,0,4,1,0,0,56,38,1
5215,36,3,263574,1,0,0,5,4,0,0,0,40,38,0
5216,24,3,95552,3,1,5,1,4,1,0,0,40,38,0
5217,46,3,245724,0,0,3,0,4,1,3818,0,44,38,0
5218,59,3,152731,5,0,13,0,4,1,0,0,40,38,0
5219,30,3,366876,5,0,13,0,4,1,0,0,40,38,0
5220,30,3,203488,0,1,9,1,4,1,0,0,60,38,0
5221,38,3,30529,3,0,5,0,4,1,3411,0,40,38,0
5222,57,3,201159,3,3,11,1,4,0,0,0,30,38,0
5223,64,4,182158,4,0,9,0,4,1,99999,0,60,38,1
5224,48,3,443377,4,1,9,1,4,1,0,0,60,38,0
5225,28,3,101618,0,0,3,0,4,1,0,0,42,38,1
5226,46,4,132576,3,0,11,0,4,1,0,1887,45,38,1
5227,51,8,123429,3,0,14,0,4,1,0,0,40,38,0
5228,55,4,147098,3,2,3,4,4,1,0,2444,60,38,1
5229,44,3,30424,1,2,3,1,4,0,0,1980,40,38,0
5230,50,3,68898,1,0,10,0,4,1,0,0,40,38,0
5231,58,3,158864,3,3,3,1,4,1,0,0,55,38,1
5232,27,0,180103,1,1,12,4,2,1,1151,0,40,38,0
5233,52,3,317625,4,2,9,4,4,0,0,0,40,38,0
5234,30,3,80933,1,0,11,0,4,1,0,0,40,38,0
5235,49,3,107373,5,0,13,0,4,1,0,0,99,38,1
5236,32,5,220148,3,0,3,0,4,1,0,0,40,38,0
5237,44,4,63503,0,0,11,0,4,1,0,0,60,11,1
5238,63,3,210350,5,0,6,0,3,1,0,0,32,25,0
5239,60,3,194589,0,0,9,0,4,1,7688,0,40,38,1
5240,55,3,200453,1,0,12,0,4,1,0,0,40,38,0
5241,77,5,101575,5,2,13,1,4,1,0,0,12,38,0
5242,55,3,201232,4,0,3,0,4,1,0,0,55,38,1
5243,51,3,168553,3,1,2,3,4,1,0,0,35,38,0
5244,35,3,166606,1,0,3,0,4,1,0,0,40,38,0
5245,26,8,104756,3,0,14,5,4,0,0,1651,42,38,0
5246,33,3,106014,0,2,11,1,4,1,0,0,40,38,0
5247,34,3,100882,0,0,11,0,4,1,0,0,47,38,1
5248,52,6,108836,0,0,10,0,4,1,0,0,48,38,1
5249,50,3,271493,3,2,0,1,4,0,0,0,40,38,0
5250,48,1,204629,2,0,9,0,4,1,15024,0,45,1,1
5251,24,3,153078,0,1,12,1,1,1,0,0,40,38,0
5252,44,3,148316,1,0,7,0,4,1,0,0,40,38,0
5253,40,3,293485,3,2,8,4,4,0,0,0,32,38,0
5254,61,1,257105,1,2,2,4,4,1,0,0,40,38,0
5255,60,3,248160,3,0,4,0,4,1,0,0,40,38,0
5256,18,8,104704,5,1,14,3,2,1,0,0,25,38,0
5257,47,3,209057,1,2,2,4,4,1,0,0,40,38,1
5258,30,0,243233,1,0,1,0,4,1,0,0,48,38,1
5259,44,3,204314,3,0,7,5,2,0,0,0,38,38,1
5260,60,3,108969,5,0,2,0,4,1,0,0,50,38,0
5261,44,3,103397,3,2,5,2,4,0,0,0,40,38,0
5262,33,3,198452,0,2,12,4,4,0,5455,0,40,38,0
5263,38,3,216572,3,2,8,4,2,0,0,0,40,38,0
5264,42,3,311920,0,0,3,5,4,0,0,1485,17,38,1
5265,45,4,363298,0,0,3,0,2,1,0,0,45,38,1
5266,40,3,146906,4,0,3,0,4,1,0,0,50,38,1
5267,40,3,339814,1,0,3,0,4,1,0,0,40,38,1
5268,60,3,169408,0,0,3,0,4,1,7298,0,40,38,1
5269,40,5,308296,3,2,7,3,4,0,0,0,40,38,0
5270,45,3,59380,0,1,9,1,4,0,0,0,40,38,0
5271,51,5,195634,4,1,3,1,4,1,10520,0,20,38,1
5272,31,0,180656,3,1,0,3,4,1,0,0,35,38,0
5273,19,3,144793,5,1,6,3,4,1,0,0,40,38,0
5274,24,1,56820,0,1,9,1,4,1,0,0,40,38,0
5275,51,3,41414,5,1,7,1,2,0,0,0,40,38,0
5276,28,5,160731,0,0,4,0,4,1,0,0,50,38,0
5277,31,3,175778,1,1,0,1,4,0,0,0,40,38,0
5278,19,3,230238,3,1,13,3,4,1,0,0,46,38,0
5279,39,6,372130,4,0,9,0,2,1,5013,0,56,38,0
5280,27,3,167501,0,0,9,5,4,0,0,0,40,38,0
5281,39,3,141029,3,0,0,5,4,0,0,0,40,38,1
5282,45,3,135525,4,2,0,4,4,0,0,0,40,38,0
5283,21,3,522881,1,1,3,2,4,1,0,0,40,25,0
5284,67,3,162009,5,0,10,0,4,1,0,0,16,38,0
5285,28,3,365745,5,0,2,0,4,1,0,0,40,38,0
5286,28,3,68393,3,1,7,1,4,0,0,0,46,38,0
5287,48,3,203576,1,0,2,0,4,1,0,0,40,38,1
5288,24,6,138513,0,1,9,1,4,1,0,0,20,38,0
5289,66,8,188686,0,0,14,5,4,0,0,0,4,38,0
5290,23,3,39551,3,2,0,1,4,0,0,0,40,38,0
5291,17,3,127366,5,1,7,3,4,0,0,0,20,38,0
5292,21,3,183747,3,1,0,3,4,0,0,0,40,38,0
5293,30,3,136331,3,0,0,0,4,1,0,0,40,38,0
5294,53,3,81794,3,0,11,5,4,0,0,0,40,38,0
5295,40,3,222596,0,0,9,0,4,1,0,0,60,38,1
5296,39,3,108943,5,2,7,4,4,0,0,0,40,38,0
5297,38,3,189092,1,0,2,0,4,1,0,0,43,38,0
5298,33,3,152109,1,0,2,0,4,1,0,0,45,38,0
5299,36,3,195565,0,2,3,4,4,0,0,0,40,38,0
5300,53,3,255927,0,3,0,4,4,0,0,0,52,38,0
5301,32,3,100734,3,1,3,1,4,0,0,0,50,38,0
5302,52,1,266433,1,3,12,4,4,0,0,0,40,38,0
5303,31,3,158672,5,2,7,1,4,1,0,0,38,32,0
5304,35,3,102268,5,2,10,2,4,1,0,0,40,38,0
5305,49,5,228399,3,2,6,4,2,0,0,0,40,38,0
5306,28,3,298510,1,1,0,3,4,1,0,0,40,38,0
5307,75,4,126225,3,0,3,0,4,1,0,0,40,38,1
5308,43,3,228456,1,2,3,1,2,1,0,0,40,38,0
5309,22,4,437161,3,1,0,4,2,0,0,0,40,38,0
5310,43,0,183608,3,2,0,1,2,0,0,0,40,38,0
5311,40,1,174395,0,0,3,0,4,1,0,0,60,38,1
5312,29,3,221366,1,1,13,1,4,1,0,0,40,38,0
