,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio
5842,24,59400,RENT,8.0,DEBTCONSOLIDATION,A,6000,7.9,0,0.1,N,3,20-25,middle,medium,0.10101010101010101,0.0013333333333333333,0.0013166666666666667
5843,24,50000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0,0.5,Y,3,20-25,low-middle,very large,0.5,8e-05,0.0006232
5844,23,59785,RENT,2.0,EDUCATION,A,6000,8.94,0,0.1,N,3,20-25,middle,medium,0.10035962197875721,0.0003333333333333333,0.00149
5845,22,50000,MORTGAGE,7.0,EDUCATION,A,12800,7.88,0,0.26,N,3,20-25,low-middle,large,0.256,0.000546875,0.000615625
5846,25,50000,MORTGAGE,9.0,PERSONAL,C,2500,13.61,0,0.05,N,3,20-25,low-middle,small,0.05,0.0036,0.005444
5847,22,60000,RENT,5.0,EDUCATION,B,6000,11.49,0,0.1,N,4,20-25,middle,medium,0.1,0.0008333333333333334,0.001915
5848,22,50000,OWN,2.0,EDUCATION,B,5600,11.86,0,0.11,N,2,20-25,low-middle,medium,0.112,0.00035714285714285714,0.0021178571428571427
5849,22,60000,RENT,6.0,MEDICAL,B,6000,11.99,0,0.1,N,3,20-25,middle,medium,0.1,0.001,0.0019983333333333333
5850,23,54000,RENT,5.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.11,Y,4,20-25,middle,medium,0.1111111111111111,0.0008333333333333334,0.0026033333333333334
5851,24,54000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,1,0.11,N,2,20-25,middle,medium,0.1111111111111111,0.0005,0.0018316666666666668
5852,25,60000,RENT,9.0,PERSONAL,D,6000,14.54,0,0.1,Y,3,20-25,middle,medium,0.1,0.0015,0.0024233333333333333
5853,23,54000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,1,0.11,Y,3,20-25,middle,medium,0.1111111111111111,0.0003333333333333333,0.0023483333333333333
5854,26,50000,OWN,11.0,HOMEIMPROVEMENT,B,1800,11.49,0,0.04,N,4,20-25,low-middle,small,0.036,0.006111111111111111,0.006383333333333334
5855,26,50000,MORTGAGE,10.0,PERSONAL,A,10000,7.51,0,0.2,N,3,20-25,low-middle,medium,0.2,0.001,0.0007509999999999999
5856,24,50000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.18,N,2,20-25,low-middle,medium,0.18,0.0008888888888888889,0.0007933333333333333
5857,25,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,4800,13.61,0,0.1,Y,2,20-25,low-middle,small,0.096,0.000625,0.0028354166666666666
5858,24,60000,RENT,9.0,MEDICAL,A,6000,7.51,0,0.1,N,3,20-25,middle,medium,0.1,0.0015,0.0012516666666666666
5859,23,50000,OWN,3.0,PERSONAL,B,1500,11.49,0,0.03,N,2,20-25,low-middle,small,0.03,0.002,0.00766
5860,23,50000,MORTGAGE,2.0,EDUCATION,C,8000,13.61,0,0.16,N,2,20-25,low-middle,medium,0.16,0.00025,0.0017012499999999999
5861,23,54000,RENT,6.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.11,N,2,20-25,middle,medium,0.1111111111111111,0.001,0.0027416666666666666
5862,24,60000,RENT,0.0,HOMEIMPROVEMENT,B,6000,11.48,0,0.1,N,2,20-25,middle,medium,0.1,0.0,0.0019133333333333335
5863,22,50000,MORTGAGE,4.0,EDUCATION,A,5000,7.51,0,0.1,N,2,20-25,low-middle,small,0.1,0.0008,0.0015019999999999999
5864,26,50000,OWN,5.0,MEDICAL,A,3250,7.51,0,0.07,N,2,20-25,low-middle,small,0.065,0.0015384615384615385,0.002310769230769231
5865,23,44000,MORTGAGE,7.0,PERSONAL,A,8500,7.14,1,0.19,N,3,20-25,low-middle,medium,0.19318181818181818,0.0008235294117647059,0.0008399999999999999
5866,23,50000,MORTGAGE,2.0,PERSONAL,B,4000,11.86,0,0.08,N,3,20-25,low-middle,small,0.08,0.0005,0.0029649999999999998
5867,25,50000,OWN,9.0,VENTURE,C,12000,13.98,0,0.24,N,2,20-25,low-middle,large,0.24,0.00075,0.001165
5868,21,62000,RENT,2.0,EDUCATION,B,6000,10.25,0,0.1,N,4,20-25,middle,medium,0.0967741935483871,0.0003333333333333333,0.0017083333333333334
5869,22,24000,RENT,6.0,DEBTCONSOLIDATION,B,7125,9.67,0,0.3,N,3,20-25,low,medium,0.296875,0.0008421052631578948,0.0013571929824561404
5870,22,50000,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.3,N,3,20-25,low-middle,large,0.3,0.0003333333333333333,0.0006833333333333333
5871,23,25279,RENT,7.0,PERSONAL,D,7125,17.58,0,0.28,Y,4,20-25,low-middle,medium,0.2818545037382808,0.0009824561403508772,0.0024673684210526313
5872,22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0,0.27,N,2,20-25,low-middle,medium,0.2727377124483234,0.0002807017543859649,0.0008126315789473684
5873,24,70000,RENT,8.0,VENTURE,A,7125,6.92,0,0.1,N,2,20-25,middle,medium,0.10178571428571428,0.0011228070175438596,0.0009712280701754386
5874,22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.2,N,4,20-25,low-middle,medium,0.2,0.0006,0.0009880000000000002
5875,26,15000,RENT,2.0,MEDICAL,B,7100,9.99,1,0.47,N,4,20-25,low,medium,0.47333333333333333,0.00028169014084507044,0.001407042253521127
5876,23,25000,RENT,1.0,PERSONAL,A,7100,7.9,0,0.28,N,2,20-25,low,medium,0.284,0.00014084507042253522,0.0011126760563380282
5877,25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.1,N,2,20-25,low-middle,small,0.1,0.0018,0.0022719999999999997
5878,25,33000,RENT,1.0,VENTURE,C,7100,14.65,1,0.22,Y,4,20-25,low-middle,medium,0.21515151515151515,0.00014084507042253522,0.002063380281690141
5879,23,50000,MORTGAGE,4.0,EDUCATION,B,20000,10.62,0,0.4,N,4,20-25,low-middle,very large,0.4,0.0002,0.000531
5880,23,44400,RENT,2.0,DEBTCONSOLIDATION,A,7100,6.99,1,0.16,N,3,20-25,low-middle,medium,0.15990990990990991,0.00028169014084507044,0.0009845070422535211
5881,25,95000,RENT,3.0,DEBTCONSOLIDATION,A,7100,6.99,0,0.07,N,2,20-25,high-middle,medium,0.07473684210526316,0.00042253521126760566,0.0009845070422535211
5882,25,96000,RENT,9.0,HOMEIMPROVEMENT,A,7075,5.99,0,0.07,N,4,20-25,high-middle,medium,0.07369791666666667,0.0012720848056537103,0.0008466431095406361
5883,22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.51,0,0.05,N,4,20-25,low-middle,small,0.05,0.0012,0.0030039999999999997
5884,22,30500,RENT,0.0,EDUCATION,A,7025,6.54,1,0.23,N,4,20-25,low-middle,medium,0.230327868852459,0.0,0.0009309608540925267
5885,22,10000,RENT,0.0,HOMEIMPROVEMENT,B,7000,12.21,1,0.7,N,2,20-25,low,medium,0.7,0.0,0.0017442857142857145
5886,25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N,2,20-25,low-middle,very large,0.36,0.0005,0.00043777777777777776
5887,22,50000,OWN,2.0,VENTURE,C,6000,14.22,0,0.12,N,2,20-25,low-middle,medium,0.12,0.0003333333333333333,0.00237
5888,22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4,20-25,low,medium,0.4638833664678595,0.0,0.0012771428571428571
5889,22,18000,RENT,1.0,HOMEIMPROVEMENT,B,7000,10.65,1,0.39,N,2,20-25,low,medium,0.3888888888888889,0.00014285714285714287,0.0015214285714285716
5890,25,50000,MORTGAGE,4.0,PERSONAL,A,6000,6.76,0,0.12,N,3,20-25,low-middle,medium,0.12,0.0006666666666666666,0.0011266666666666667
5891,23,18000,RENT,1.0,PERSONAL,A,7000,7.88,1,0.39,N,4,20-25,low,medium,0.3888888888888889,0.00014285714285714287,0.0011257142857142857
5892,21,18000,RENT,5.0,HOMEIMPROVEMENT,B,7000,11.14,1,0.39,N,4,20-25,low,medium,0.3888888888888889,0.0007142857142857143,0.0015914285714285715
5893,22,50000,MORTGAGE,0.0,PERSONAL,A,6250,7.88,0,0.13,N,2,20-25,low-middle,medium,0.125,0.0,0.0012608
5894,21,19200,RENT,5.0,HOMEIMPROVEMENT,C,7000,14.35,1,0.36,N,2,20-25,low,medium,0.3645833333333333,0.0007142857142857143,0.0020499999999999997
5895,25,19200,RENT,1.0,VENTURE,E,7000,16.82,1,0.36,Y,3,20-25,low,medium,0.3645833333333333,0.00014285714285714287,0.0024028571428571428
5896,23,21600,RENT,5.0,VENTURE,A,7000,6.62,1,0.32,N,2,20-25,low,medium,0.32407407407407407,0.0007142857142857143,0.0009457142857142857
5897,21,21600,RENT,6.0,EDUCATION,C,7000,13.98,1,0.32,Y,3,20-25,low,medium,0.32407407407407407,0.0008571428571428571,0.001997142857142857
5898,26,22480,RENT,0.0,HOMEIMPROVEMENT,A,7000,8.0,1,0.31,N,4,20-25,low,medium,0.3113879003558719,0.0,0.001142857142857143
5899,22,22500,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.38,1,0.31,N,3,20-25,low,medium,0.3111111111111111,0.00028571428571428574,0.001482857142857143
5900,24,22680,RENT,9.0,DEBTCONSOLIDATION,B,7000,10.62,1,0.31,N,3,20-25,low,medium,0.30864197530864196,0.0012857142857142856,0.001517142857142857
5901,23,50000,MORTGAGE,3.0,VENTURE,C,7000,13.48,0,0.14,Y,2,20-25,low-middle,medium,0.14,0.00042857142857142855,0.0019257142857142858
5902,26,22884,RENT,2.0,MEDICAL,A,7000,7.51,1,0.31,N,4,20-25,low,medium,0.30589057857018004,0.00028571428571428574,0.0010728571428571428
5903,23,44000,MORTGAGE,0.0,MEDICAL,F,2000,19.13,1,0.05,Y,3,20-25,low-middle,small,0.045454545454545456,0.0,0.009564999999999999
5904,23,50000,MORTGAGE,5.0,PERSONAL,B,9000,11.14,0,0.18,N,2,20-25,low-middle,medium,0.18,0.0005555555555555556,0.0012377777777777777
5905,26,50000,MORTGAGE,0.0,EDUCATION,A,10000,7.74,0,0.2,N,2,20-25,low-middle,medium,0.2,0.0,0.0007740000000000001
5906,25,23000,RENT,0.0,DEBTCONSOLIDATION,D,7000,12.49,1,0.3,Y,4,20-25,low,medium,0.30434782608695654,0.0,0.0017842857142857144
5907,22,50000,MORTGAGE,0.0,PERSONAL,B,2500,12.18,0,0.05,N,4,20-25,low-middle,small,0.05,0.0,0.004872
5908,22,24000,RENT,6.0,VENTURE,B,7000,12.42,0,0.29,N,2,20-25,low,medium,0.2916666666666667,0.0008571428571428571,0.0017742857142857144
5909,26,24000,RENT,2.0,PERSONAL,C,7000,12.99,0,0.29,N,3,20-25,low,medium,0.2916666666666667,0.00028571428571428574,0.0018557142857142858
5910,24,24000,RENT,0.0,PERSONAL,D,7000,15.62,1,0.29,N,2,20-25,low,medium,0.2916666666666667,0.0,0.0022314285714285713
5911,22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,N,3,20-25,low-middle,small,0.04,0.0025,0.00609
5912,23,50000,OWN,3.0,VENTURE,A,5000,8.94,0,0.1,N,3,20-25,low-middle,small,0.1,0.0006,0.0017879999999999999
5913,22,50000,OWN,3.0,EDUCATION,A,6000,8.94,0,0.12,N,2,20-25,low-middle,medium,0.12,0.0005,0.00149
5914,26,50000,MORTGAGE,5.0,EDUCATION,A,5000,7.4,0,0.1,N,2,20-25,low-middle,small,0.1,0.001,0.00148
5915,24,44000,MORTGAGE,0.0,EDUCATION,D,15000,15.31,1,0.34,N,2,20-25,low-middle,large,0.3409090909090909,0.0,0.0010206666666666667
5916,25,24000,RENT,0.0,VENTURE,E,7000,16.45,1,0.29,Y,2,20-25,low,medium,0.2916666666666667,0.0,0.00235
5917,22,24996,RENT,6.0,DEBTCONSOLIDATION,B,7000,11.86,0,0.28,N,2,20-25,low,medium,0.28004480716914704,0.0008571428571428571,0.0016942857142857141
5918,21,25000,RENT,1.0,EDUCATION,B,7000,12.69,0,0.28,N,2,20-25,low,medium,0.28,0.00014285714285714287,0.0018128571428571427
5919,22,50000,MORTGAGE,6.0,VENTURE,C,10500,14.26,0,0.21,Y,2,20-25,low-middle,large,0.21,0.0005714285714285715,0.001358095238095238
5920,22,63000,RENT,6.0,PERSONAL,B,6000,11.49,0,0.1,N,2,20-25,middle,medium,0.09523809523809523,0.001,0.001915
5921,26,63000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.23,0,0.1,N,2,20-25,middle,medium,0.09523809523809523,0.0005,0.002205
5922,23,63402,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.22,0,0.09,N,4,20-25,middle,medium,0.09463423866754991,0.0005,0.0022033333333333336
5923,25,57500,RENT,4.0,VENTURE,C,6000,11.28,1,0.1,N,2,20-25,middle,medium,0.10434782608695652,0.0006666666666666666,0.00188
5924,24,58668,RENT,8.0,MEDICAL,D,6000,15.05,1,0.1,Y,4,20-25,middle,medium,0.1022704029453876,0.0013333333333333333,0.0025083333333333333
5925,23,65000,RENT,7.0,EDUCATION,C,6000,15.23,0,0.09,N,3,20-25,middle,medium,0.09230769230769231,0.0011666666666666668,0.0025383333333333334
5926,23,65000,RENT,2.0,EDUCATION,B,6000,11.99,0,0.09,N,2,20-25,middle,medium,0.09230769230769231,0.0003333333333333333,0.0019983333333333333
5927,26,65000,RENT,7.0,EDUCATION,D,6000,16.49,0,0.09,Y,2,20-25,middle,medium,0.09230769230769231,0.0011666666666666668,0.002748333333333333
5928,25,59000,RENT,9.0,VENTURE,C,6000,15.23,1,0.1,N,3,20-25,middle,medium,0.1016949152542373,0.0015,0.0025383333333333334
5929,23,44000,MORTGAGE,8.0,PERSONAL,B,15000,12.18,1,0.34,N,3,20-25,low-middle,large,0.3409090909090909,0.0005333333333333334,0.000812
5930,22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4,20-25,low-middle,large,0.22,0.0001818181818181818,0.0008127272727272727
5931,25,65000,RENT,8.0,EDUCATION,C,6000,13.06,0,0.09,Y,3,20-25,middle,medium,0.09230769230769231,0.0013333333333333333,0.0021766666666666666
5932,24,59000,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.0,1,0.1,N,4,20-25,middle,medium,0.1016949152542373,0.0003333333333333333,0.0026666666666666666
5933,23,65000,RENT,0.0,EDUCATION,A,6000,9.63,0,0.09,N,3,20-25,middle,medium,0.09230769230769231,0.0,0.001605
5934,25,65004,RENT,0.0,DEBTCONSOLIDATION,C,6000,12.87,0,0.09,N,4,20-25,middle,medium,0.0923020121838656,0.0,0.0021449999999999998
5935,21,65004,RENT,5.0,PERSONAL,A,6000,7.68,0,0.09,N,3,20-25,middle,medium,0.0923020121838656,0.0008333333333333334,0.0012799999999999999
5936,22,50000,MORTGAGE,0.0,EDUCATION,B,20000,11.48,0,0.4,N,2,20-25,low-middle,very large,0.4,0.0,0.0005740000000000001
5937,22,65100,RENT,3.0,EDUCATION,E,6000,16.2,0,0.09,N,4,20-25,middle,medium,0.09216589861751152,0.0005,0.0026999999999999997
5938,22,66000,RENT,4.0,EDUCATION,B,6000,9.99,0,0.09,N,4,20-25,middle,medium,0.09090909090909091,0.0006666666666666666,0.001665
5939,25,44000,MORTGAGE,4.0,MEDICAL,D,5550,14.11,1,0.13,Y,4,20-25,low-middle,medium,0.12613636363636363,0.0007207207207207207,0.0025423423423423424
5940,26,66400,RENT,6.0,MEDICAL,A,6000,7.29,0,0.09,N,4,20-25,middle,medium,0.09036144578313253,0.001,0.001215
5941,24,67644,RENT,3.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.09,N,3,20-25,middle,medium,0.08869966294128083,0.0005,0.001165
5942,24,50000,MORTGAGE,8.0,EDUCATION,C,3000,13.47,0,0.06,N,2,20-25,low-middle,small,0.06,0.0026666666666666666,0.00449
5943,26,62065,RENT,7.0,PERSONAL,B,6000,11.12,1,0.1,N,3,20-25,middle,medium,0.09667284298719085,0.0011666666666666668,0.0018533333333333331
5944,26,44000,MORTGAGE,8.0,MEDICAL,G,12000,18.84,1,0.27,Y,3,20-25,low-middle,large,0.2727272727272727,0.0006666666666666666,0.00157
5945,22,68250,RENT,4.0,EDUCATION,F,6000,19.13,0,0.09,Y,3,20-25,middle,medium,0.08791208791208792,0.0006666666666666666,0.0031883333333333334
5946,24,50000,MORTGAGE,2.0,VENTURE,A,12500,9.32,0,0.25,N,2,20-25,low-middle,large,0.25,0.00016,0.0007456
5947,25,68496,RENT,1.0,VENTURE,A,6000,8.0,0,0.09,N,3,20-25,middle,medium,0.08759635599159075,0.00016666666666666666,0.0013333333333333333
5948,22,69000,RENT,2.0,VENTURE,A,6000,7.49,0,0.09,N,4,20-25,middle,medium,0.08695652173913043,0.0003333333333333333,0.0012483333333333333
5949,22,44000,MORTGAGE,4.0,MEDICAL,D,16000,14.74,1,0.36,Y,3,20-25,low-middle,very large,0.36363636363636365,0.00025,0.00092125
5950,23,69000,RENT,7.0,MEDICAL,A,6000,7.88,0,0.09,N,2,20-25,middle,medium,0.08695652173913043,0.0011666666666666668,0.0013133333333333332
5951,26,63400,RENT,2.0,PERSONAL,D,6000,15.21,1,0.09,Y,2,20-25,middle,medium,0.0946372239747634,0.0003333333333333333,0.002535
5952,22,69500,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.09,N,4,20-25,middle,medium,0.08633093525179857,0.001,0.001775
5953,22,50000,MORTGAGE,1.0,PERSONAL,E,9800,16.32,0,0.2,Y,3,20-25,low-middle,medium,0.196,0.00010204081632653062,0.0016653061224489796
5954,22,69528,RENT,6.0,PERSONAL,C,6000,12.99,0,0.09,Y,3,20-25,middle,medium,0.08629616845012081,0.001,0.002165
5955,26,69780,RENT,3.0,PERSONAL,A,6000,9.32,0,0.09,N,3,20-25,middle,medium,0.08598452278589853,0.0005,0.0015533333333333334
5956,24,69996,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.06,0,0.09,N,2,20-25,middle,medium,0.08571918395336876,0.0,0.0021766666666666666
5957,26,70000,RENT,3.0,PERSONAL,A,6000,8.49,0,0.09,N,4,20-25,middle,medium,0.08571428571428572,0.0005,0.001415
5958,21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,15000,16.0,1,0.34,N,2,20-25,low-middle,large,0.3409090909090909,0.00013333333333333334,0.0010666666666666667
5959,23,70000,RENT,4.0,EDUCATION,A,6000,7.49,0,0.09,N,2,20-25,middle,medium,0.08571428571428572,0.0006666666666666666,0.0012483333333333333
5960,22,50000,MORTGAGE,7.0,EDUCATION,A,6400,8.0,0,0.13,N,2,20-25,low-middle,medium,0.128,0.00109375,0.00125
5961,26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,15000,16.0,0,0.3,N,3,20-25,low-middle,large,0.3,0.0006666666666666666,0.0010666666666666667
5962,25,70000,RENT,9.0,EDUCATION,B,6000,9.25,0,0.09,N,4,20-25,middle,medium,0.08571428571428572,0.0015,0.0015416666666666667
5963,26,70000,RENT,4.0,MEDICAL,A,6000,6.17,0,0.09,N,4,20-25,middle,medium,0.08571428571428572,0.0006666666666666666,0.0010283333333333334
5964,24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,9.63,0,0.12,N,3,20-25,low-middle,medium,0.12,0.0006666666666666666,0.001605
5965,24,50000,MORTGAGE,1.0,PERSONAL,C,11400,12.53,0,0.23,N,2,20-25,low-middle,large,0.228,8.771929824561403e-05,0.0010991228070175438
5966,23,70000,RENT,4.0,EDUCATION,B,6000,11.49,0,0.09,N,4,20-25,middle,medium,0.08571428571428572,0.0006666666666666666,0.001915
5967,22,70000,RENT,0.0,EDUCATION,B,6000,11.89,0,0.09,N,2,20-25,middle,medium,0.08571428571428572,0.0,0.0019816666666666667
5968,22,50000,MORTGAGE,7.0,EDUCATION,B,4000,10.95,0,0.08,N,4,20-25,low-middle,small,0.08,0.00175,0.0027375
5969,23,50000,MORTGAGE,7.0,VENTURE,B,8600,11.26,0,0.17,N,3,20-25,low-middle,medium,0.172,0.0008139534883720931,0.0013093023255813954
5970,26,50000,OWN,4.0,HOMEIMPROVEMENT,C,10000,13.47,0,0.2,Y,2,20-25,low-middle,medium,0.2,0.0004,0.001347
5971,23,50000,OWN,0.0,MEDICAL,A,10200,9.63,0,0.2,N,4,20-25,low-middle,large,0.204,0.0,0.0009441176470588236
5972,24,50000,MORTGAGE,7.0,VENTURE,D,1000,14.42,0,0.02,N,3,20-25,low-middle,small,0.02,0.007,0.01442
5973,23,65074,RENT,0.0,EDUCATION,D,6000,14.42,1,0.09,Y,3,20-25,middle,medium,0.09220272305375418,0.0,0.0024033333333333333
5974,24,50000,OTHER,0.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,3,20-25,low-middle,small,0.1,0.0,0.001536
5975,25,50000,MORTGAGE,5.0,PERSONAL,D,7500,13.8,0,0.15,Y,4,20-25,low-middle,medium,0.15,0.0006666666666666666,0.00184
5976,24,44000,MORTGAGE,6.0,EDUCATION,F,7500,16.33,1,0.17,N,2,20-25,low-middle,medium,0.17045454545454544,0.0008,0.002177333333333333
5977,26,66000,RENT,10.0,VENTURE,C,6000,13.49,1,0.09,Y,2,20-25,middle,medium,0.09090909090909091,0.0016666666666666668,0.0022483333333333335
5978,23,50000,OWN,0.0,VENTURE,B,14000,10.33,0,0.28,N,2,20-25,low-middle,large,0.28,0.0,0.0007378571428571429
5979,21,72000,RENT,3.0,EDUCATION,A,6000,5.42,0,0.08,N,4,20-25,middle,medium,0.08333333333333333,0.0005,0.0009033333333333334
5980,24,72000,RENT,3.0,EDUCATION,A,6000,7.66,0,0.08,N,3,20-25,middle,medium,0.08333333333333333,0.0005,0.0012766666666666666
5981,25,44000,MORTGAGE,7.0,PERSONAL,B,7500,10.08,1,0.17,N,2,20-25,low-middle,medium,0.17045454545454544,0.0009333333333333333,0.001344
5982,21,44000,MORTGAGE,5.0,VENTURE,D,7500,12.92,1,0.17,N,4,20-25,low-middle,medium,0.17045454545454544,0.0006666666666666666,0.0017226666666666666
5983,25,72000,RENT,1.0,VENTURE,B,6000,11.86,0,0.08,N,3,20-25,middle,medium,0.08333333333333333,0.00016666666666666666,0.0019766666666666665
5984,22,50000,OWN,4.0,VENTURE,B,16000,9.45,0,0.32,N,4,20-25,low-middle,very large,0.32,0.00025,0.000590625
5985,23,73000,RENT,4.0,MEDICAL,B,6000,12.53,0,0.08,N,4,20-25,middle,medium,0.0821917808219178,0.0006666666666666666,0.002088333333333333
5986,26,50000,MORTGAGE,10.0,MEDICAL,C,13000,11.97,0,0.26,Y,3,20-25,low-middle,large,0.26,0.0007692307692307692,0.0009207692307692309
5987,23,73500,RENT,7.0,PERSONAL,D,6000,14.96,0,0.08,Y,4,20-25,middle,medium,0.08163265306122448,0.0011666666666666668,0.0024933333333333335
5988,22,50000,OWN,6.0,MEDICAL,A,15000,8.63,0,0.3,N,2,20-25,low-middle,large,0.3,0.0004,0.0005753333333333334
5989,23,57800,RENT,2.0,MEDICAL,B,6000,10.99,1,0.09,N,4,20-25,middle,medium,0.10380622837370242,0.0003333333333333333,0.0018316666666666668
5990,21,44000,MORTGAGE,5.0,MEDICAL,D,6000,12.61,1,0.14,N,3,20-25,low-middle,medium,0.13636363636363635,0.0008333333333333334,0.0021016666666666666
5991,25,50000,MORTGAGE,9.0,EDUCATION,A,6400,8.32,0,0.13,N,3,20-25,low-middle,medium,0.128,0.00140625,0.0013
5992,26,50000,MORTGAGE,2.0,PERSONAL,D,20000,13.3,0,0.4,N,3,20-25,low-middle,very large,0.4,0.0001,0.000665
5993,23,74000,RENT,7.0,EDUCATION,A,6000,5.79,0,0.08,N,3,20-25,middle,medium,0.08108108108108109,0.0011666666666666668,0.000965
5994,25,74500,RENT,3.0,MEDICAL,B,6000,9.99,0,0.08,N,4,20-25,middle,medium,0.08053691275167785,0.0005,0.001665
5995,26,74970,RENT,5.0,MEDICAL,A,6000,7.88,0,0.08,N,2,20-25,middle,medium,0.08003201280512205,0.0008333333333333334,0.0013133333333333332
5996,23,75000,RENT,1.0,VENTURE,B,6000,12.42,0,0.08,N,3,20-25,middle,medium,0.08,0.00016666666666666666,0.00207
5997,23,75000,RENT,1.0,PERSONAL,A,6000,6.03,0,0.08,N,4,20-25,middle,medium,0.08,0.00016666666666666666,0.001005
5998,23,75000,RENT,1.0,VENTURE,A,6000,6.99,0,0.08,N,4,20-25,middle,medium,0.08,0.00016666666666666666,0.001165
5999,23,50004,MORTGAGE,7.0,EDUCATION,A,2700,5.99,0,0.05,N,2,20-25,middle,small,0.05399568034557235,0.0025925925925925925,0.0022185185185185185
6000,23,69000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.02,1,0.09,Y,2,20-25,middle,medium,0.08695652173913043,0.0011666666666666668,0.00267
6001,25,50004,OWN,1.0,VENTURE,A,10000,7.29,0,0.2,N,3,20-25,middle,medium,0.1999840012798976,0.0001,0.000729
6002,23,75000,RENT,4.0,PERSONAL,C,6000,13.98,0,0.08,Y,2,20-25,middle,medium,0.08,0.0006666666666666666,0.00233
6003,23,75000,RENT,0.0,MEDICAL,B,6000,11.48,0,0.08,N,2,20-25,middle,medium,0.08,0.0,0.0019133333333333335
6004,24,50004,OWN,2.0,MEDICAL,B,10000,11.12,0,0.2,N,2,20-25,middle,medium,0.1999840012798976,0.0002,0.001112
6005,22,50004,MORTGAGE,5.0,EDUCATION,D,14000,15.58,0,0.28,N,4,20-25,middle,large,0.27997760179185666,0.00035714285714285714,0.0011128571428571429
6006,23,78000,RENT,0.0,MEDICAL,B,6000,9.99,0,0.08,N,2,20-25,high-middle,medium,0.07692307692307693,0.0,0.001665
6007,25,78000,RENT,1.0,PERSONAL,A,6000,9.63,0,0.08,N,4,20-25,high-middle,medium,0.07692307692307693,0.00016666666666666666,0.001605
6008,23,50004,MORTGAGE,7.0,PERSONAL,B,16000,11.83,0,0.32,N,2,20-25,middle,very large,0.31997440204783617,0.0004375,0.000739375
6009,22,50004,OWN,0.0,VENTURE,C,5000,14.26,0,0.1,Y,4,20-25,middle,small,0.0999920006399488,0.0,0.002852
6010,26,50004,MORTGAGE,10.0,PERSONAL,A,5000,9.32,0,0.1,N,2,20-25,middle,small,0.0999920006399488,0.002,0.001864
6011,22,44004,MORTGAGE,3.0,VENTURE,D,9000,14.11,1,0.2,Y,3,20-25,low-middle,medium,0.20452686119443686,0.0003333333333333333,0.0015677777777777777
6012,25,80000,RENT,5.0,VENTURE,A,6000,8.0,0,0.07,N,4,20-25,high-middle,medium,0.075,0.0008333333333333334,0.0013333333333333333
6013,24,80490,RENT,8.0,HOMEIMPROVEMENT,B,6000,10.59,0,0.07,N,3,20-25,high-middle,medium,0.07454342154304883,0.0013333333333333333,0.001765
6014,22,50004,MORTGAGE,0.0,EDUCATION,A,12000,7.37,0,0.24,N,2,20-25,middle,large,0.23998080153587714,0.0,0.0006141666666666667
6015,22,44004,MORTGAGE,0.0,DEBTCONSOLIDATION,E,11000,15.68,1,0.25,N,4,20-25,low-middle,large,0.24997727479320062,0.0,0.0014254545454545455
6016,23,80607,RENT,2.0,MEDICAL,B,6000,12.21,0,0.07,N,2,20-25,high-middle,medium,0.07443522274740408,0.0003333333333333333,0.0020350000000000004
6017,22,50004,MORTGAGE,6.0,EDUCATION,C,2500,12.53,0,0.05,N,2,20-25,middle,small,0.0499960003199744,0.0024,0.005012
