,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio
26122,44,30000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4500,15.62,1,0.15,N,15,36-45,low-middle,small,0.15,0.0015555555555555555,0.003471111111111111
28542,52,36000,RENT,8.0,DEBTCONSOLIDATION,B,11200,12.18,1,0.31,N,29,46-55,low-middle,large,0.3111111111111111,0.0007142857142857143,0.0010875
19000,32,49200,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.1,N,10,26-35,low-middle,small,0.1016260162601626,0.001,0.0015480000000000001
13735,26,150000,MORTGAGE,1.0,PERSONAL,B,6000,10.74,0,0.04,N,2,20-25,high,medium,0.04,0.00016666666666666666,0.0017900000000000001
23695,30,43992,RENT,2.0,PERSONAL,D,15000,13.24,1,0.34,N,7,26-35,low-middle,large,0.34097108565193673,0.00013333333333333334,0.0008826666666666667
117,23,13200,OWN,3.0,DEBTCONSOLIDATION,A,4950,7.9,1,0.38,N,4,20-25,low,small,0.375,0.0006060606060606061,0.001595959595959596
22931,35,83234,MORTGAGE,19.0,DEBTCONSOLIDATION,D,10000,18.25,1,0.12,Y,9,26-35,high-middle,medium,0.12014321070716294,0.0019,0.001825
25460,30,44760,RENT,1.0,MEDICAL,B,3300,11.71,0,0.07,N,5,26-35,low-middle,small,0.07372654155495978,0.00030303030303030303,0.0035484848484848485
19359,27,51600,MORTGAGE,12.0,MEDICAL,A,6000,8.9,0,0.12,N,9,26-35,middle,medium,0.11627906976744186,0.002,0.0014833333333333335
20740,33,34000,RENT,3.0,VENTURE,C,9000,14.17,1,0.26,Y,10,26-35,low-middle,medium,0.2647058823529412,0.0003333333333333333,0.0015744444444444445
21270,28,39000,RENT,6.0,MEDICAL,D,10000,14.96,1,0.26,N,6,26-35,low-middle,medium,0.2564102564102564,0.0006,0.0014960000000000002
4510,21,44004,MORTGAGE,5.0,VENTURE,B,7200,11.89,0,0.16,N,4,20-25,low-middle,medium,0.16362148895554948,0.0006944444444444445,0.0016513888888888889
28597,52,163000,MORTGAGE,9.0,PERSONAL,D,25000,14.11,1,0.15,N,30,46-55,high,very large,0.15337423312883436,0.00036,0.0005644
4164,26,33280,RENT,11.0,DEBTCONSOLIDATION,D,5000,14.11,1,0.15,N,4,20-25,low-middle,small,0.1502403846153846,0.0022,0.002822
23193,29,125000,RENT,2.0,DEBTCONSOLIDATION,A,14000,9.63,0,0.11,N,6,26-35,high,large,0.112,0.00014285714285714287,0.0006878571428571429
12004,21,33600,OWN,6.0,PERSONAL,C,9600,13.98,0,0.29,Y,4,20-25,low-middle,medium,0.2857142857142857,0.000625,0.00145625
3582,26,15000,RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4,20-25,low,small,0.2916666666666667,0.0,0.0029005714285714286
592,26,60000,RENT,3.0,HOMEIMPROVEMENT,B,20000,10.08,1,0.33,N,4,20-25,middle,very large,0.3333333333333333,0.00015,0.000504
19972,27,57240,OWN,4.0,VENTURE,B,15000,11.99,0,0.26,N,6,26-35,middle,large,0.2620545073375262,0.0002666666666666667,0.0007993333333333333
27317,38,75000,MORTGAGE,13.0,VENTURE,B,20000,11.36,0,0.27,N,11,36-45,middle,very large,0.26666666666666666,0.00065,0.0005679999999999999
4041,24,46000,RENT,2.0,VENTURE,C,9975,13.11,0,0.22,Y,3,20-25,low-middle,medium,0.21684782608695652,0.0002005012531328321,0.0013142857142857142
13935,24,98004,RENT,0.0,DEBTCONSOLIDATION,D,16000,16.32,1,0.16,N,2,20-25,high-middle,very large,0.16325864250438757,0.0,0.00102
4437,23,37700,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,9.63,1,0.27,N,3,20-25,low-middle,medium,0.26525198938992045,0.0007,0.0009630000000000001
21159,28,38000,RENT,0.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.26,N,7,26-35,low-middle,medium,0.2631578947368421,0.0,0.000849
6645,24,54000,MORTGAGE,5.0,VENTURE,A,4000,5.42,0,0.07,N,2,20-25,middle,small,0.07407407407407407,0.00125,0.001355
8689,23,65000,MORTGAGE,5.0,VENTURE,A,16500,7.49,0,0.25,N,3,20-25,middle,very large,0.25384615384615383,0.00030303030303030303,0.00045393939393939396
16074,29,58500,RENT,1.0,MEDICAL,D,22000,13.67,1,0.38,N,6,26-35,middle,very large,0.37606837606837606,4.545454545454545e-05,0.0006213636363636364
28620,60,49008,OWN,5.0,PERSONAL,C,12000,13.79,0,0.24,Y,21,56-65,low-middle,large,0.24485798237022527,0.0004166666666666667,0.0011491666666666666
7137,24,56000,MORTGAGE,8.0,MEDICAL,A,12250,6.03,0,0.22,N,4,20-25,middle,large,0.21875,0.0006530612244897959,0.0004922448979591837
11325,23,73000,OTHER,1.0,PERSONAL,F,25000,17.9,1,0.34,N,2,20-25,middle,very large,0.3424657534246575,4e-05,0.000716
9275,22,62654,MORTGAGE,4.0,HOMEIMPROVEMENT,D,6000,14.74,1,0.1,N,4,20-25,middle,medium,0.09576403741181728,0.0006666666666666666,0.002456666666666667
23916,31,125000,MORTGAGE,4.0,VENTURE,B,12500,11.48,0,0.1,N,10,26-35,high,large,0.1,0.00032,0.0009184
28239,37,58000,RENT,9.0,VENTURE,B,18200,10.99,1,0.31,N,17,36-45,middle,very large,0.3137931034482759,0.0004945054945054945,0.0006038461538461538
21836,27,77000,MORTGAGE,12.0,EDUCATION,A,4900,6.03,0,0.06,N,7,26-35,high-middle,small,0.06363636363636363,0.0024489795918367346,0.0012306122448979592
24920,27,26237,RENT,0.0,MEDICAL,C,12000,13.22,1,0.46,N,7,26-35,low-middle,large,0.4573693638754431,0.0,0.0011016666666666668
14804,24,121000,RENT,8.0,PERSONAL,A,20000,8.9,0,0.17,N,4,20-25,high,very large,0.1652892561983471,0.0004,0.00044500000000000003
24030,29,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,18000,13.22,0,0.14,Y,8,26-35,high,very large,0.13846153846153847,0.00038888888888888887,0.0007344444444444445
68,22,88000,RENT,6.0,VENTURE,B,28000,9.91,1,0.32,N,3,20-25,high-middle,very large,0.3181818181818182,0.00021428571428571427,0.00035392857142857144
22533,29,90444,RENT,13.0,MEDICAL,A,12000,7.14,0,0.13,N,8,26-35,high-middle,large,0.1326787846623325,0.0010833333333333333,0.0005949999999999999
1934,26,31000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.9,1,0.48,N,4,20-25,low-middle,large,0.4838709677419355,0.0006,0.0005266666666666667
27414,39,80000,MORTGAGE,18.0,PERSONAL,C,5600,13.43,0,0.07,N,13,36-45,high-middle,medium,0.07,0.0032142857142857142,0.0023982142857142856
23352,30,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.83,0,0.19,N,5,26-35,high,very large,0.19047619047619047,0.00025,0.0005915
13646,24,141000,MORTGAGE,2.0,EDUCATION,B,12000,12.53,0,0.09,N,4,20-25,high,large,0.0851063829787234,0.00016666666666666666,0.0010441666666666666
28026,40,14400,OWN,10.0,HOMEIMPROVEMENT,A,8000,7.14,1,0.56,N,12,36-45,low,medium,0.5555555555555556,0.00125,0.0008925
25264,28,30000,RENT,13.0,MEDICAL,B,14800,11.14,1,0.49,N,7,26-35,low-middle,large,0.49333333333333335,0.0008783783783783784,0.0007527027027027027
21127,31,29400,RENT,2.0,MEDICAL,D,10000,13.87,1,0.34,N,6,26-35,low-middle,medium,0.3401360544217687,0.0002,0.001387
20744,29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,1,0.09,N,6,26-35,middle,small,0.08503401360544217,0.0014,0.0023420000000000003
14035,26,5500,RENT,0.0,EDUCATION,A,1000,9.63,1,0.18,N,3,20-25,low,small,0.18181818181818182,0.0,0.009630000000000001
12402,24,100000,MORTGAGE,8.0,EDUCATION,A,16800,7.88,0,0.17,N,4,20-25,high-middle,very large,0.168,0.0004761904761904762,0.00046904761904761904
6620,25,54000,MORTGAGE,6.0,VENTURE,E,7000,18.64,0,0.13,N,3,20-25,middle,medium,0.12962962962962962,0.0008571428571428571,0.002662857142857143
13198,24,91800,MORTGAGE,8.0,MEDICAL,D,15000,16.32,1,0.14,Y,2,20-25,high-middle,large,0.16339869281045752,0.0005333333333333334,0.001088
26057,37,55200,RENT,9.0,MEDICAL,B,12000,11.71,0,0.22,N,15,36-45,middle,large,0.21739130434782608,0.00075,0.0009758333333333334
7247,22,34000,RENT,2.0,MEDICAL,C,7500,12.53,1,0.22,Y,4,20-25,low-middle,medium,0.22058823529411764,0.0002666666666666667,0.0016706666666666667
22482,28,86400,MORTGAGE,0.0,EDUCATION,A,5000,5.79,0,0.06,N,5,26-35,high-middle,small,0.05787037037037037,0.0,0.001158
23794,27,33000,RENT,11.0,HOMEIMPROVEMENT,D,1600,16.89,1,0.05,Y,5,26-35,low-middle,small,0.048484848484848485,0.006875,0.01055625
22034,29,30000,RENT,0.0,PERSONAL,B,12000,10.36,1,0.4,N,7,26-35,low-middle,large,0.4,0.0,0.0008633333333333332
16376,32,24600,MORTGAGE,6.0,MEDICAL,A,4800,8.9,1,0.2,N,7,26-35,low,small,0.1951219512195122,0.00125,0.0018541666666666667
3842,21,40200,MORTGAGE,5.0,MEDICAL,A,7200,7.88,0,0.18,N,2,20-25,low-middle,medium,0.1791044776119403,0.0006944444444444445,0.0010944444444444443
1341,22,27600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8400,7.51,0,0.3,N,3,20-25,low-middle,medium,0.30434782608695654,0.0007142857142857143,0.0008940476190476191
20956,27,60000,MORTGAGE,12.0,MEDICAL,D,2000,15.7,1,0.03,Y,6,26-35,middle,small,0.03333333333333333,0.006,0.00785
12769,24,33500,RENT,5.0,HOMEIMPROVEMENT,C,2000,13.8,1,0.06,N,2,20-25,low-middle,small,0.05970149253731343,0.0025,0.006900000000000001
15132,24,39996,RENT,0.0,EDUCATION,D,5000,14.11,1,0.13,N,2,20-25,low-middle,small,0.125012501250125,0.0,0.002822
806,26,145000,RENT,3.0,EDUCATION,C,18500,12.87,0,0.13,Y,3,20-25,high,very large,0.12758620689655173,0.00016216216216216215,0.0006956756756756757
11265,23,85000,MORTGAGE,0.0,EDUCATION,B,7000,9.25,0,0.08,N,4,20-25,high-middle,medium,0.08235294117647059,0.0,0.0013214285714285715
23143,27,100000,OWN,5.0,VENTURE,A,6000,7.66,0,0.06,N,5,26-35,high-middle,medium,0.06,0.0008333333333333334,0.0012766666666666666
12007,22,60000,RENT,0.0,DEBTCONSOLIDATION,A,13000,8.94,0,0.22,N,2,20-25,middle,large,0.21666666666666667,0.0,0.0006876923076923077
7334,25,60000,RENT,6.0,MEDICAL,C,7500,14.27,0,0.13,Y,2,20-25,middle,medium,0.125,0.0008,0.0019026666666666667
19351,27,51267,MORTGAGE,8.0,EDUCATION,A,4000,7.68,0,0.08,N,10,26-35,middle,small,0.07802289972106813,0.002,0.0019199999999999998
21335,28,70900,MORTGAGE,12.0,EDUCATION,D,25000,15.37,0,0.35,Y,6,26-35,middle,very large,0.3526093088857546,0.00048,0.0006148
26845,40,52000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,7000,14.65,1,0.13,N,14,36-45,middle,medium,0.1346153846153846,0.0008571428571428571,0.002092857142857143
21641,31,75000,MORTGAGE,6.0,VENTURE,A,3000,8.49,0,0.04,N,5,26-35,middle,small,0.04,0.002,0.00283
1923,22,30000,RENT,4.0,DEBTCONSOLIDATION,E,13250,16.4,1,0.44,Y,3,20-25,low-middle,large,0.44166666666666665,0.0003018867924528302,0.0012377358490566037
23096,29,74797,MORTGAGE,2.0,MEDICAL,D,15000,15.33,1,0.17,Y,10,26-35,middle,large,0.2005428025188176,0.00013333333333333334,0.001022
27253,36,54996,RENT,4.0,MEDICAL,C,10000,13.47,0,0.18,N,13,26-35,middle,medium,0.18183140592043057,0.0004,0.001347
1262,23,15600,RENT,0.0,VENTURE,D,1200,14.91,1,0.08,N,4,20-25,low,small,0.07692307692307693,0.0,0.012425
5862,24,60000,RENT,0.0,HOMEIMPROVEMENT,B,6000,11.48,0,0.1,N,2,20-25,middle,medium,0.1,0.0,0.0019133333333333335
90,23,83000,RENT,7.0,EDUCATION,B,25300,10.99,1,0.3,N,3,20-25,high-middle,very large,0.30481927710843376,0.0002766798418972332,0.0004343873517786561
593,23,54504,RENT,1.0,PERSONAL,E,20000,16.7,1,0.37,Y,4,20-25,middle,very large,0.3669455452810803,5e-05,0.0008349999999999999
21110,33,69000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4000,5.99,0,0.06,N,7,26-35,middle,small,0.057971014492753624,0.00175,0.0014975000000000001
13332,25,96050,MORTGAGE,3.0,MEDICAL,E,35000,19.29,1,0.31,N,2,20-25,high-middle,very large,0.3643935450286309,8.571428571428571e-05,0.0005511428571428571
28562,53,92000,MORTGAGE,7.0,PERSONAL,B,15000,11.12,0,0.16,N,22,46-55,high-middle,large,0.16304347826086957,0.00046666666666666666,0.0007413333333333333
4897,25,76000,RENT,2.0,DEBTCONSOLIDATION,E,5000,17.19,1,0.07,Y,3,20-25,high-middle,small,0.06578947368421052,0.0004,0.003438
11889,23,93000,OWN,7.0,VENTURE,C,25000,12.73,0,0.27,N,3,20-25,high-middle,very large,0.26881720430107525,0.00028,0.0005092
14270,22,30000,RENT,6.0,EDUCATION,B,7000,9.62,1,0.23,N,4,20-25,low-middle,medium,0.23333333333333334,0.0008571428571428571,0.0013742857142857142
14496,23,78000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,12.87,1,0.1,Y,3,20-25,high-middle,medium,0.10256410256410256,0.000125,0.00160875
22086,30,36400,RENT,2.0,MEDICAL,B,12000,10.65,1,0.33,N,9,26-35,low-middle,large,0.32967032967032966,0.00016666666666666666,0.0008875
4730,24,58000,RENT,5.0,MEDICAL,A,5000,7.49,0,0.09,N,2,20-25,middle,small,0.08620689655172414,0.001,0.001498
21385,29,42000,RENT,2.0,HOMEIMPROVEMENT,D,10000,15.21,1,0.24,Y,7,26-35,low-middle,medium,0.23809523809523808,0.0002,0.001521
17210,32,35000,MORTGAGE,4.0,EDUCATION,A,10000,6.03,0,0.29,N,6,26-35,low-middle,medium,0.2857142857142857,0.0004,0.000603
13737,25,150000,MORTGAGE,9.0,MEDICAL,B,25000,10.37,0,0.17,N,2,20-25,high,very large,0.16666666666666666,0.00036,0.00041479999999999995
15523,24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,E,20000,16.7,1,0.36,Y,4,20-25,middle,very large,0.35714285714285715,0.0004,0.0008349999999999999
18530,27,45000,MORTGAGE,7.0,PERSONAL,A,12000,6.91,0,0.27,N,8,26-35,low-middle,large,0.26666666666666666,0.0005833333333333334,0.0005758333333333334
244,25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,20-25,high,medium,0.045714285714285714,0.00125,0.0009875
9753,24,43500,RENT,6.0,MEDICAL,D,10000,13.62,1,0.23,Y,3,20-25,low-middle,medium,0.22988505747126436,0.0006,0.001362
6895,21,49000,MORTGAGE,4.0,MEDICAL,B,2000,11.99,1,0.04,N,2,20-25,low-middle,small,0.04081632653061224,0.002,0.005995
24349,27,148000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,28000,12.99,1,0.19,Y,6,26-35,high,very large,0.1891891891891892,3.571428571428572e-05,0.00046392857142857146
21340,30,50650,RENT,5.0,PERSONAL,B,4200,9.91,1,0.08,N,7,26-35,middle,small,0.08292201382033564,0.0011904761904761906,0.0023595238095238096
13692,24,134000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.19,N,4,20-25,high,very large,0.1865671641791045,8e-05,0.0005932
5903,23,44000,MORTGAGE,0.0,MEDICAL,F,2000,19.13,1,0.05,Y,3,20-25,low-middle,small,0.045454545454545456,0.0,0.009564999999999999
384,23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,20-25,low,small,0.2222222222222222,0.00075,0.0014975000000000001
2936,25,48996,RENT,9.0,EDUCATION,A,11000,7.88,0,0.22,N,2,20-25,low-middle,large,0.22450812311209078,0.0008181818181818182,0.0007163636363636364
21757,33,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,12.21,0,0.2,N,10,26-35,middle,large,0.2,0.0002,0.000814
24988,32,103000,MORTGAGE,0.0,EDUCATION,E,33000,18.64,1,0.32,Y,10,26-35,high,very large,0.32038834951456313,0.0,0.0005648484848484849
6158,23,57960,RENT,0.0,PERSONAL,C,7000,13.04,0,0.12,Y,4,20-25,middle,medium,0.12077294685990338,0.0,0.0018628571428571427
27118,39,67000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.37,0,0.22,N,15,36-45,middle,large,0.22388059701492538,0.0002666666666666667,0.0006913333333333333
11925,23,38500,RENT,8.0,DEBTCONSOLIDATION,A,12800,8.9,1,0.33,N,4,20-25,low-middle,large,0.33246753246753247,0.000625,0.0006953125000000001
12573,26,78200,MORTGAGE,3.0,MEDICAL,C,15000,14.27,1,0.16,Y,4,20-25,high-middle,large,0.1918158567774936,0.0002,0.0009513333333333333
13768,26,150000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,9.63,0,0.04,N,4,20-25,high,medium,0.04,0.0,0.001605
134,23,55000,RENT,4.0,EDUCATION,B,25000,11.36,1,0.45,N,3,20-25,middle,very large,0.45454545454545453,0.00016,0.0004544
21146,31,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.42,1,0.33,N,9,26-35,low-middle,medium,0.3333333333333333,0.0004,0.001442
13216,23,29124,RENT,3.0,EDUCATION,B,1600,10.83,0,0.05,N,4,20-25,low-middle,small,0.05493750858398572,0.001875,0.0067687500000000005
19843,28,90000,RENT,0.0,VENTURE,A,7200,5.42,0,0.08,N,5,26-35,high-middle,medium,0.08,0.0,0.0007527777777777778
12464,25,100000,OWN,4.0,MEDICAL,C,15000,11.28,0,0.15,N,4,20-25,high-middle,large,0.15,0.0002666666666666667,0.000752
26043,37,50000,RENT,1.0,VENTURE,B,3000,11.58,0,0.06,N,14,36-45,low-middle,small,0.06,0.0003333333333333333,0.00386
10579,24,79000,MORTGAGE,4.0,PERSONAL,A,8000,5.99,0,0.1,N,3,20-25,high-middle,medium,0.10126582278481013,0.0005,0.0007487500000000001
8682,26,59000,MORTGAGE,5.0,MEDICAL,D,8000,15.99,1,0.14,Y,2,20-25,middle,medium,0.13559322033898305,0.000625,0.00199875
556,23,54000,RENT,1.0,VENTURE,B,20000,11.83,1,0.37,N,4,20-25,middle,very large,0.37037037037037035,5e-05,0.0005915
7010,24,31944,RENT,8.0,MEDICAL,C,7200,13.79,0,0.23,N,2,20-25,low-middle,medium,0.22539444027047334,0.0011111111111111111,0.0019152777777777777
10457,26,27000,RENT,9.0,DEBTCONSOLIDATION,A,11000,8.9,1,0.41,N,3,20-25,low-middle,large,0.4074074074074074,0.0008181818181818182,0.0008090909090909092
9595,26,48000,RENT,10.0,PERSONAL,B,4225,9.83,0,0.09,N,2,20-25,low-middle,small,0.08802083333333334,0.002366863905325444,0.0023266272189349114
9712,22,48000,RENT,2.0,VENTURE,C,10000,13.49,0,0.21,N,4,20-25,low-middle,medium,0.20833333333333334,0.0002,0.001349
17484,28,33288,RENT,2.0,EDUCATION,C,10800,12.09,1,0.32,N,6,26-35,low-middle,large,0.32444124008651765,0.00018518518518518518,0.0011194444444444444
8705,24,65000,MORTGAGE,5.0,EDUCATION,B,9600,11.99,0,0.15,N,3,20-25,middle,medium,0.1476923076923077,0.0005208333333333333,0.0012489583333333333
5571,24,43590,MORTGAGE,8.0,MEDICAL,B,8000,11.83,1,0.18,N,3,20-25,low-middle,medium,0.18352833218628126,0.001,0.00147875
13861,22,104000,RENT,3.0,MEDICAL,C,15900,13.49,0,0.15,N,2,20-25,high,very large,0.1528846153846154,0.00018867924528301886,0.0008484276729559748
22763,29,91560,MORTGAGE,8.0,DEBTCONSOLIDATION,A,22000,6.91,0,0.24,N,8,26-35,high-middle,very large,0.24027959807776322,0.0003636363636363636,0.0003140909090909091
20974,31,66500,MORTGAGE,0.0,VENTURE,A,4200,7.66,0,0.06,N,8,26-35,middle,small,0.06315789473684211,0.0,0.0018238095238095238
26031,37,30000,RENT,6.0,MEDICAL,C,3000,11.03,0,0.1,N,13,36-45,low-middle,small,0.1,0.002,0.0036766666666666666
9404,24,64000,OWN,7.0,VENTURE,E,6100,18.64,1,0.1,Y,4,20-25,middle,medium,0.0953125,0.0011475409836065574,0.003055737704918033
23534,27,38004,RENT,5.0,EDUCATION,C,15000,12.73,1,0.39,N,10,26-35,low-middle,large,0.39469529523208086,0.0003333333333333333,0.0008486666666666667
5270,25,48000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,1000,13.49,0,0.02,Y,3,20-25,low-middle,small,0.020833333333333332,0.009,0.01349
10486,22,72000,MORTGAGE,1.0,PERSONAL,C,8500,15.96,1,0.12,N,2,20-25,middle,medium,0.11805555555555555,0.00011764705882352942,0.0018776470588235295
3966,25,98000,RENT,9.0,DEBTCONSOLIDATION,B,10000,12.69,0,0.1,N,4,20-25,high-middle,medium,0.10204081632653061,0.0009,0.001269
10984,23,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,6000,11.49,1,0.08,N,2,20-25,high-middle,medium,0.07894736842105263,0.0013333333333333333,0.001915
16008,30,32004,RENT,1.0,PERSONAL,B,24250,11.12,1,0.76,N,5,26-35,low-middle,very large,0.7577177852768404,4.1237113402061855e-05,0.0004585567010309278
15872,28,190000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,35000,17.49,0,0.18,N,6,26-35,high,very large,0.18421052631578946,2.857142857142857e-05,0.0004997142857142856
21890,34,33500,RENT,0.0,VENTURE,B,11200,12.21,1,0.33,N,9,26-35,low-middle,large,0.33432835820895523,0.0,0.0010901785714285716
22015,30,22452,RENT,2.0,VENTURE,A,12000,7.29,1,0.53,N,5,26-35,low,large,0.5344735435595938,0.00016666666666666666,0.0006075
12087,25,96000,MORTGAGE,9.0,MEDICAL,A,14000,6.03,0,0.15,N,3,20-25,high-middle,large,0.14583333333333334,0.0006428571428571428,0.00043071428571428574
28617,57,40000,RENT,1.0,MEDICAL,A,15000,8.9,1,0.38,N,21,56-65,low-middle,large,0.375,6.666666666666667e-05,0.0005933333333333334
6207,22,51600,MORTGAGE,2.0,VENTURE,C,7000,12.98,0,0.14,Y,2,20-25,middle,medium,0.13565891472868216,0.00028571428571428574,0.0018542857142857143
28374,36,44000,RENT,4.0,DEBTCONSOLIDATION,D,8000,17.49,1,0.18,N,15,26-35,low-middle,medium,0.18181818181818182,0.0005,0.00218625
14383,22,24000,RENT,0.0,PERSONAL,E,1500,18.79,1,0.06,Y,4,20-25,low,small,0.0625,0.0,0.012526666666666667
2,23,65500,RENT,4.0,MEDICAL,C,35000,15.23,1,0.53,N,2,20-25,middle,very large,0.5343511450381679,0.00011428571428571428,0.00043514285714285714
18142,28,32400,RENT,3.0,MEDICAL,D,4900,14.12,1,0.15,N,7,26-35,low-middle,small,0.15123456790123457,0.0006122448979591836,0.0028816326530612243
3119,24,37500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600,8.94,0,0.15,N,4,20-25,low-middle,medium,0.14933333333333335,0.00035714285714285714,0.0015964285714285713
16022,29,108000,RENT,0.0,PERSONAL,D,24250,16.0,1,0.22,N,9,26-35,high,very large,0.22453703703703703,0.0,0.0006597938144329897
2180,21,18864,RENT,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.16,N,4,20-25,low,small,0.15903307888040713,0.0,0.0036633333333333335
28407,62,76500,RENT,0.0,EDUCATION,D,20000,16.77,1,0.26,Y,29,56-65,high-middle,very large,0.26143790849673204,0.0,0.0008384999999999999
15017,22,42000,RENT,2.0,PERSONAL,C,5000,12.87,0,0.12,Y,3,20-25,low-middle,small,0.11904761904761904,0.0004,0.002574
25726,48,16800,OWN,0.0,HOMEIMPROVEMENT,B,3300,10.99,1,0.2,N,14,46-55,low,small,0.19642857142857142,0.0,0.0033303030303030302
11402,23,78000,RENT,1.0,HOMEIMPROVEMENT,D,12000,14.96,1,0.15,N,4,20-25,high-middle,large,0.15384615384615385,8.333333333333333e-05,0.0012466666666666668
14446,23,85272,RENT,7.0,EDUCATION,B,5000,11.11,0,0.06,N,2,20-25,high-middle,small,0.05863589454920724,0.0014,0.002222
16334,33,67000,RENT,8.0,HOMEIMPROVEMENT,C,18000,13.11,1,0.27,Y,7,26-35,middle,very large,0.26865671641791045,0.00044444444444444447,0.0007283333333333333
2578,26,15000,RENT,8.0,MEDICAL,B,3200,12.21,1,0.21,N,2,20-25,low,small,0.21333333333333335,0.0025,0.0038156250000000004
14235,22,44094,RENT,1.0,PERSONAL,A,3600,7.37,0,0.08,N,2,20-25,low-middle,small,0.08164376105592598,0.0002777777777777778,0.0020472222222222224
5888,22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4,20-25,low,medium,0.4638833664678595,0.0,0.0012771428571428571
19627,27,54000,OWN,2.0,HOMEIMPROVEMENT,B,9600,12.18,0,0.18,N,8,26-35,middle,medium,0.17777777777777778,0.00020833333333333335,0.00126875
25382,33,37440,RENT,5.0,PERSONAL,B,4400,11.71,0,0.12,N,8,26-35,low-middle,small,0.11752136752136752,0.0011363636363636363,0.0026613636363636366
28536,64,56000,RENT,0.0,DEBTCONSOLIDATION,E,10000,16.82,1,0.18,Y,18,56-65,middle,medium,0.17857142857142858,0.0,0.0016820000000000001
480,23,63000,RENT,2.0,MEDICAL,B,21000,11.36,1,0.33,N,2,20-25,middle,very large,0.3333333333333333,9.523809523809524e-05,0.0005409523809523809
20561,28,82000,RENT,12.0,PERSONAL,A,8000,7.49,0,0.1,N,10,26-35,high-middle,medium,0.0975609756097561,0.0015,0.00093625
23761,29,120000,MORTGAGE,13.0,VENTURE,A,10000,6.17,0,0.08,N,8,26-35,high,medium,0.08333333333333333,0.0013,0.000617
7627,24,60000,MORTGAGE,8.0,EDUCATION,B,7000,11.71,0,0.12,N,2,20-25,middle,medium,0.11666666666666667,0.001142857142857143,0.001672857142857143
3586,22,14400,RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4,20-25,low,small,0.3055555555555556,0.0,0.004525
16853,30,30000,MORTGAGE,1.0,EDUCATION,C,12000,10.59,0,0.4,Y,6,26-35,low-middle,large,0.4,8.333333333333333e-05,0.0008825
16035,30,65000,RENT,4.0,HOMEIMPROVEMENT,A,24000,7.9,1,0.37,N,5,26-35,middle,very large,0.36923076923076925,0.00016666666666666666,0.0003291666666666667
7988,21,54000,RENT,5.0,DEBTCONSOLIDATION,A,5125,5.99,1,0.09,N,4,20-25,middle,medium,0.09490740740740741,0.000975609756097561,0.001168780487804878
8363,23,126000,RENT,0.0,PERSONAL,C,8000,13.23,0,0.06,N,3,20-25,high,medium,0.06349206349206349,0.0,0.00165375
17670,27,23400,RENT,2.0,PERSONAL,A,4000,7.49,0,0.17,N,6,26-35,low,small,0.17094017094017094,0.0005,0.0018725
24462,30,228000,MORTGAGE,9.0,VENTURE,D,12800,15.33,0,0.06,N,8,26-35,high,large,0.056140350877192984,0.000703125,0.00119765625
6367,26,25596,RENT,0.0,MEDICAL,B,6500,9.99,0,0.25,N,4,20-25,low-middle,medium,0.2539459290514143,0.0,0.001536923076923077
20142,35,30000,RENT,0.0,DEBTCONSOLIDATION,G,8000,20.52,1,0.27,N,7,26-35,low-middle,medium,0.26666666666666666,0.0,0.002565
